Sample,X(ms) [23.07.2012 19:04:21 208 UTC],"Data".Tank1.Heater.State.HeatingOut,"Data".Tank1.WaterTemp.AIScaled
18,183.812000,0,19.9978294372559
19,193.698000,0,19.9978294372559
20,203.614000,0,19.9978294372559
21,213.414000,0,19.9978294372559
22,222.169000,0,19.9978294372559
23,232.168000,0,19.9978294372559
24,242.143000,0,19.9978294372559
25,252.370000,0,19.9978294372559
26,262.170000,0,19.9978294372559
27,272.339000,0,19.9978294372559
28,282.150000,0,19.9978294372559
29,292.126000,0,19.9978294372559
30,302.144000,0,19.9978294372559
31,312.135000,0,19.9978294372559
32,322.090000,0,19.9978294372559
33,332.134000,0,19.9978294372559
34,342.134000,0,19.9978294372559
35,352.153000,0,19.9978294372559
36,362.133000,0,19.9978294372559
37,373.589000,0,19.9978294372559
38,382.139000,0,19.9978294372559
39,392.156000,0,19.9978294372559
40,403.255000,0,19.9978294372559
41,412.138000,0,19.9978294372559
42,422.131000,0,19.9978294372559
43,432.137000,0,19.9978294372559
44,442.207000,0,19.9978294372559
45,452.151000,0,19.9978294372559
46,462.085000,0,19.9978294372559
47,472.445000,0,19.9978294372559
48,482.188000,0,19.9978294372559
49,492.135000,0,19.9978294372559
50,503.489000,0,19.9978294372559
51,512.203000,0,19.9978294372559
52,523.705000,0,19.9978294372559
53,533.083000,0,19.9978294372559
54,542.158000,0,19.9978294372559
55,552.295000,0,19.9978294372559
56,562.156000,0,19.9978294372559
57,572.380000,0,19.9978294372559
58,583.648000,0,19.9978294372559
59,592.152000,0,19.9978294372559
60,602.150000,0,19.9978294372559
61,612.148000,0,19.9978294372559
62,622.142000,0,19.9978294372559
63,632.161000,0,19.9978294372559
64,643.064000,0,19.9978294372559
65,653.294000,0,19.9978294372559
66,662.158000,0,19.9978294372559
67,672.417000,0,19.9978294372559
68,682.180000,0,19.9978294372559
69,692.148000,0,19.9978294372559
70,702.111000,0,19.9978294372559
71,712.160000,0,19.9978294372559
72,722.125000,0,19.9978294372559
73,732.174000,0,19.9978294372559
74,742.128000,0,19.9978294372559
75,752.150000,0,19.9978294372559
76,762.136000,0,19.9978294372559
77,772.216000,0,19.9978294372559
78,782.152000,0,19.9978294372559
79,792.119000,0,19.9978294372559
80,802.138000,0,19.9978294372559
81,812.156000,0,19.9978294372559
82,823.466000,0,19.9978294372559
83,833.647000,0,19.9978294372559
84,843.009000,0,19.9978294372559
85,852.316000,0,19.9978294372559
86,862.118000,0,19.9978294372559
87,872.281000,0,19.9978294372559
88,882.134000,0,19.9978294372559
89,892.148000,0,19.9978294372559
90,903.966000,0,19.9978294372559
91,912.180000,0,19.9978294372559
92,922.158000,0,19.9978294372559
93,932.135000,0,19.9978294372559
94,942.154000,0,19.9978294372559
95,952.121000,0,19.9978294372559
96,962.340000,0,19.9978294372559
